Morph-lemma,Morph-inflection
villa,villa
rive,rives
donnée,donnée
relier,relier
figurer,figurer
présider,présidée
intégrer,intègre
otage,otages
évacuer,évacuées
guide,guides
écosystème,écosystèmes
évoluer,évoluent
bénéficier,bénéficieront
tunisien,Tunisiens
avouer,avouer
causer,causées
racheter,racheté
tribunal,Tribunal
assurer,assurés
norm,norme
mêlée,mêlée
prévisible,prévisible
afflux,afflux
financièremer,financièrement
expédition,expédition
désordre,désordre
respecter,respectant
écarter,écarter
réquisition,réquisitions
acter,acté
suivre,suivra
séduire,séduire
identique,identiques
carnet,carnet
canon,canon
quinquagénaire,quinquagénaire
distribuer,distribuer
patte,patte
devise,devise
renvoyer,renvoyer
antan,antan
merveille,merveilles
battr,battre
ouvrier,ouvrier
faite,faite
priver,priver
airpod,AirPods
surplus,surplus
navette,navette
bondi,bondi
cancer,cancers
désignation,désignation
capteur,capteurs
échanger,échange
centenaire,centenaire
intervenir,intervenu
avancée,avancée
cinéma,cinémas
désespoir,désespoir
mahsa,Mahsa
revirement,revirement
rebond,rebonds
gastronomie,gastronomie
commémoration,commémoration
réputé,réputé
jouet,jouets
retirer,retirée
venir,venues
sembler,sembler
insoumis,insoumis
privilégier,privilégiée
blessé,blessé
bref,brève
conteneur,conteneurs
colorado,Colorado
dérouler,dérouleront
inattendu,inattendu
réserviste,réservistes
dynamique,dynamiques
encaisser,encaissé
complémentaire,complémentaires
clan,clan
foudre,foudre
ressembler,ressemblent
corde,cordes
intégrer,intégrée
kilomètre,kilomètre
traditionnel,traditionnelles
acheteur,acheteur
gréviste,grévistes
hongrois,hongrois
composer,compose
goutte,goutte
attractif,attractif
observer,observés
protocole,protocoles
passion,passions
cacher,cachés
promettre,promettant
clore,clore
avoir,Avoir
air,aire
pense,pense
séparer,sépare
relever,relevant
bain,bains
forcément,Forcément
presque,Presque
trouver,trouvés
téléphonique,téléphoniques
standard,Standard
remporter,remportant
interrompre,interrompue
pôle,Pôle
plume,plume
caution,caution
anonyme,anonymes
sincère,sincères
plaidoyer,plaidoyer
souffrance,souffrances
vitalité,vitalité
domestique,domestiques
dresser,dressé
crier,crier
slogan,slogans
plaindre,plaint
fréquent,fréquents
manette,manettes
acquittement,acquittement
rejeter,rejeter
dérive,dérives
réveil,réveil
patriotique,patriotique
échantillon,échantillon
intrigu,intrigue
chaotique,chaotique
incliner,incliné
élever,élever
recharger,recharger
vacciner,vacciné
instruction,instructions
science,Sciences
blesser,blesser
tirer,tirant
irrégulier,irrégulière
réservation,réservation
opérer,opère
casier,casier
arriver,arrivait
réserver,réservés
lointain,lointain
autoritaire,autoritaire
friday,Friday
complément,complément
matériau,matériau
penser,pensant
servir,servira
enregistrement,enregistrements
projeter,projeter
xx,XXe
désastre,désastre
fraîchement,fraîchement
pharmaceutique,pharmaceutique
convention,conventions
éviter,évitant
influencer,influencer
avenir,Avenir
concret,concrets
mérité,mérité
tuer,tuant
gazole,gazole
lune,lune
nuage,nuage
manquement,manquements
dirigé,dirigés
chaud,chauds
présenter,présentes
survenir,survenir
verte,verte
mont,Mont
rebondir,rebondir
légende,légendes
portrait,portraits
réflexe,réflexe
rendu,rendu
sexuellemer,sexuellement
révéler,révèlent
néerlandais,néerlandaise
cérémonie,cérémonies
courbe,courbe
hostile,hostile
brillante,brillante
devoir,devriez
terminer,terminera
homosexualité,homosexualité
alignement,alignement
aigle,Aigles
juger,jugeant
délinquance,délinquance
planter,planté
renchérir,renchérit
panne,pannes
séminaire,séminaire
comprendre,comprise
salon,salons
horizon,horizons
iranien,iraniens
sensiblement,sensiblement
rétablir,rétabli
victorieux,victorieux
c,c
niçois,niçois
importer,importer
accueillir,accueillie
boxe,boxe
cran,cran
synthèse,synthèse
agir,agi
robe,robe
préférer,préférés
dépassement,dépassement
tester,testés
gestionnaire,gestionnaires
égypte,Égypte
revendication,revendication
sélectionner,sélectionner
revendiquer,revendiqué
interroger,interrogée
entretenir,entretient
veste,veste
figurent,figurent
oeuvre,oeuvres
possiblement,possiblement
viable,viable
aaa,AAA
circuler,circule
boulangerie,boulangerie
globalemer,globalement
dire,dits
découvrir,Découvrez
être,Étant
faute,Faute
pire,Pire
an,An
ressembler,ressembler
activer,activé
index,index
poursuivre,poursuivis
cercle,Cercle
conviction,convictions
moindre,moindres
xv,XV
budget,Budget
département,Département
roquette,roquettes
obliger,obligeant
chapelle,chapelle
écrasant,écrasante
endettement,endettement
démolition,démolition
accrocher,accroché
lycé,lycée
constituer,constituée
brutal,brutal
guitare,guitare
engrai,engrais
acquérir,acquise
ascenseur,ascenseur
cher,chères
crucial,cruciale
appui,appuis
devenu,devenus
potentiel,potentielle
recenser,recensé
compétent,compétentes
poser,posées
fourniture,fourniture
voleur,voleurs
comparaître,comparu
chèque,chèques
fixée,fixée
abonner,abonnés
préconiser,préconise
gouvernemental,gouvernemental
dragon,Dragon
déjouer,déjouer
causer,causant
ajouter,ajoutées
saoudien,saoudien
attribuer,attribué
repenser,repenser
fourniture,fournitures
accorder,accordés
respiratoire,respiratoire
interaction,interactions
audacieux,audacieux
zemmour,Zemmour
inscrire,inscrite
flagrant,flagrant
compétitivité,compétitivité
pcr,PCR
vacciner,vaccinées
transporteur,transporteur
cataracte,Cataractes
choc,chocs
défiler,défilé
refug,refuge
plaire,plaît
gouvernemental,gouvernementaux
lancée,lancée
signalisation,signalisation
interdire,interdire
collaborateur,collaborateur
lancer,lançant
québécois,québécoises
marché,Marché
promettre,promettent
hisser,hisser
amitier,amitié
globe,globe
pomme,pommes
scolarité,scolarité
exact,exacte
soif,soif
détracteur,détracteurs
diable,diable
pancarte,pancartes
détente,détente
mythe,mythe
considérable,considérables
venue,venues
original,originales
cryptomonnaie,cryptomonnaie
hexagone,Hexagone
cesser,cessent
léger,légères
forfaire,forfait
blocage,blocages
coller,coller
phrase,phrases
menacer,menacées
promotion,Promotion
émancipation,émancipation
stipule,stipule
brutalité,brutalité
restaurateur,restaurateurs
exceptionnel,exceptionnels
succéder,succèdent
café,cafés
substitut,substitut
fbi,FBI
scénariste,scénariste
expression,expressions
poitrine,poitrine
obsèque,obsèques
crâne,crâne
annulation,annulations
fiscal,fiscaux
danois,danois
fiabilité,fiabilité
détaillé,détaillé
dépenser,dépensé
vivant,vivante
résumer,résumé
mercede,Mercedes
actionnaire,actionnaire
champagne,champagne
apprécier,appréciée
une,unes
brussel,Brussels
solidaire,solidaires
contagieux,contagieux
coupe,coupes
génétique,génétique
autour,Autour
féministe,féministe
receveur,receveur
satisfaire,satisfaits
financièrement,financièrement
beaucoup,Beaucoup
terroir,terroir
relèv,relève
inspirer,inspirer
exprimer,exprimée
soumission,soumission
tactique,tactiques
recrudescence,recrudescence
soit,Soit
dudit,dudit
requérir,requise
glisser,glissé
patrouille,patrouille
sénateur,Sénateurs
surnom,surnom
varier,varient
cinéaste,cinéastes
enchaîner,enchaîné
mini,mini
pompier,pompier
gasoil,gasoil
mec,mec
prône,prône
trouver,trouveront
préférable,préférable
résoudre,résolu
afficher,affichent
préliminaire,préliminaires
agresseur,agresseurs
insuffisant,insuffisante
associer,associer
percevoir,perçue
conjoint,conjoints
hostile,hostiles
master,master
progress,progresse
réacteur,réacteur
artisanal,artisanale
serbe,serbe
glace,glaces
urgent,urgente
concentrer,concentrés
fidélité,fidélité
négatif,négatives
navir,navire
rapporter,rapporter
annuel,annuelles
teneur,teneur
connaître,connaissez
promet,promet
enthousiaste,enthousiaste
propager,propager
accumulation,accumulation
orage,orage
intimidation,intimidation
attribuer,attribuer
emballage,emballages
bataille,batailles
diviser,divise
externe,externes
pallier,pallier
filmer,filmé
composer,composent
conjoncture,conjoncture
résider,résidant
compatible,compatibles
cassation,cassation
dépouille,dépouille
expérimentation,expérimentation
allure,allures
nuance,nuance
comptable,comptable
art,Arts
conducteur,conductrice
diable,Diable
atterrir,atterri
suffire,suffira
relever,relèvent
équivaloir,équivaut
meurtrier,meurtrière
construire,construits
blues,Blues
signal,signale
renfort,renforts
support,supports
européen,Européenne
atomique,atomique
choisir,choisit
parisien,parisiens
répondre,répondant
nécessiter,nécessitant
energie,Energie
délibérément,délibérément
copain,copains
ose,ose
bordure,bordure
souhaiter,souhaiterait
opéra,Opéra
refonte,refonte
mortel,mortelle
gris,grise
terminer,terminant
défendre,défendent
préciser,précisent
originalité,originalité
espérer,espéré
appartenir,appartiennent
rouble,roubles
moderniser,moderniser
journer,journées
intercepter,intercepté
soulever,soulever
meneur,meneur
familial,familiaux
mauritanie,Mauritanie
exergue,exergue
strict,strictes
résolution,résolutions
chevill,cheville
décollage,décollage
défier,défier
église,églises
viser,visée
limiter,limitée
restructuration,restructuration
bienveillance,bienveillance
survenir,surviennent
gabonais,gabonaise
amie,amies
affection,affection
confidentialité,confidentialité
médiatique,médiatiques
suédois,suédoise
bloquer,bloquée
bonhomme,bonhomme
to,to
pr,pre
syndrome,syndrome
poétique,poétique
idem,Idem
pénétrer,pénétrer
éclat,éclats
fouille,fouilles
détruire,détruites
honte,honte
être,soyons
dingue,dingue
no,no
instabilité,instabilité
cool,cool
ouvrir,ouvertes
initialement,Initialement
mettre,Mis
votre,Vos
situer,Situé
infirmier,infirmier
discret,discrète
bayern,Bayern
ring,ring
détruire,détruite
donateur,donateurs
liaison,liaisons
inventer,inventé
bâton,bâtons
rituel,rituel
venir,venons
aéronautique,aéronautique
bruin,Bruins
anticorps,anticorps
gratitude,gratitude
chantage,chantage
exister,existant
frapper,frappent
connexion,connexions
décrire,décrire
sécurisation,sécurisation
rechercher,rechercher
bienfait,bienfaits
athlèt,athlète
pertinence,pertinence
formule,formules
psychiatre,psychiatre
affluence,affluence
consister,consistant
désireux,désireux
appeler,appelait
élit,élite
réfection,réfection
astuce,astuces
fossé,fossé
imposant,imposante
vert,vertes
égal,égale
impressionner,impressionné
inscrire,inscrites
exécuter,exécuté
anxiété,anxiété
parité,parité
News,News
parcelle,parcelles
infliger,infligé
nazi,nazi
commerçant,commerçant
réelle,réelle
prolongement,prolongement
œuvrer,œuvrer
reprendre,reprennent
intellectuel,intellectuels
devoir,devoirs
fresque,fresque
laïcité,laïcité
icône,icône
optimal,optimale
nu,nu
adapter,adaptées
idéalement,idéalement
maintenir,maintenue
spécialiser,spécialisé
équiper,équiper
diplômé,diplômés
retenir,retient
délibéré,délibéré
impliquer,impliquée
clef,clef
éphémère,éphémère
négocier,négocié
tendre,tendues
reprocher,reprochés
plante,plante
sien,sien
réinventer,réinventer
monarque,monarque
domaine,Domaine
basketball,basketball
occuper,occupait
tranch,tranche
doublement,doublement
rassembler,rassemblé
police,Police
regret,regret
agrandissement,agrandissement
contraire,contraires
rail,rail
précéder,précédé
strict,stricte
sncb,SNCB
mémorable,mémorable
décombre,décombres
commenc,commence
raffinerie,raffinerie
vosge,Vosges
punir,punir
filer,filer
prioritaire,prioritaire
è,è
terrible,terribles
cigarette,cigarette
anneau,anneaux
moniteur,moniteur
briller,briller
pub,pub
statut,statuts
autoriser,autorise
chicago,Chicago
attractiviter,attractivité
ériger,érigé
évident,évidente
double,doubles
servir,servant
téléviser,télévisée
raciste,racistes
franchise,franchises
puissante,puissantes
naviguer,naviguer
longévité,longévité
collaborer,collaboré
régler,règle
menacer,menaçant
fournir,fournissent
signalement,signalements
rouvrir,rouvert
sacré,sacré
grève,grèves
déterminer,déterminée
user,usées
meurtrier,meurtriers
palier,palier
entrepôt,entrepôt
compassion,compassion
continent,continents
pistolet,pistolet
rassurer,rassure
aider,aidera
doter,dotés
précaire,précaire
trafiquant,trafiquants
kit,kits
lightning,Lightning
vedette,vedettes
chercher,cherchez
vu,vu
collectivement,collectivement
éolien,éolien
impliquer,impliquées
ancêtre,ancêtres
suggérer,suggéré
mince,mince
voirie,voirie
approfondie,approfondie
sy,Sy
incapable,incapables
mayotte,Mayotte
rêne,rênes
paisible,paisible
impacter,impacté
surprenant,surprenante
rallye,rallye
minoritaire,minoritaire
rabat,Rabat
semblant,semblant
famine,famine
différend,différend
fichier,fichier
tactile,tactile
burundais,burundais
arbitraire,arbitraire
débarquer,débarqué
retracer,retrace
randonnée,randonnée
charger,charger
compliquer,compliquées
valise,valises
open,open
anticipation,anticipation
calgary,Calgary
danemark,Danemark
quotidien,quotidiennes
peser,pèsent
ambassad,ambassade
socle,socle
écrit,écrits
voir,vues
handicaper,handicapées
entremis,entremise
patient,patiente
atterrissage,atterrissage
enseignement,enseignements
augmenter,augmentant
représenter,représentés
immobilier,immobilière
info,info
caserne,caserne
déménager,déménager
allemand,allemandes
citer,citée
patineur,patineurs
admission,admission
musical,musicales
courtoisie,courtoisie
exploiter,exploite
avorter,avorter
architecte,architectes
cyberattaque,cyberattaques
repousser,repoussée
exceptionnellement,exceptionnellement
lancer,lançait
propagande,propagande
titan,Titan
additionnel,additionnel
collège,collèges
résidentiel,résidentiels
heurt,heurts
pascal,Pascal
cpa,CPAS
violer,violé
remplir,remplis
capturer,capturer
tenu,tenues
italien,Italiens
val,Val
moyen,moyennes
quiconque,quiconque
présumer,présumée
meta,Meta
négatif,négative
confondre,confondues
décharge,décharge
volontier,volontiers
pouvoir,pourrons
commencer,commençait
serveur,serveur
tente,tentes
laisser,laissait
innover,innover
douche,douche
interlocuteur,interlocuteurs
retrouve,retrouve
disposer,disposé
précaution,précautions
gentil,gentil
assurer,assurait
annuel,annuels
autochtone,autochtone
éloigner,éloigné
argentin,argentin
projectile,projectiles
déjouer,déjoué
lumineux,lumineux
défensive,défensive
diffuser,diffusés
combattre,combattu
rire,riant
facette,facettes
mutation,mutation
ressortir,ressortir
appartemer,appartement
tarifaire,tarifaire
chaîn,chaîne
durablement,durablement
brouillard,brouillard
compatibilité,compatibilité
fraude,fraudes
composer,composés
adjoint,adjointe
dominer,dominer
beaune,Beaune
convertir,convertir
comique,comique
plongée,plongée
avancer,avancés
réjouir,réjouir
alerter,alerter
italien,Italien
présentiel,présentiel
quitter,quittent
pousser,poussant
secrétariat,secrétariat
catholique,catholiques
voler,volée
incarn,incarne
délivrer,délivrer
alléger,alléger
anecdote,anecdotes
exclusif,exclusif
établir,établies
soleil,Soleil
manteau,manteau
référendum,référendums
favoriser,favorise
environnement,environnements
lâ,lâ
politologue,politologue
deçà,deçà
embler,emblée
sauter,sauté
frein,freins
aggraver,aggravé
être,soyez
ado,ado
sabotage,sabotage
syrien,syrienne
participer,participeront
skin,skins
récidive,récidive
Celle,Celle
divergence,divergences
mise,Mise
rapidement,Rapidement
preuve,Preuve
da,da
spectre,spectre
téléviser,télévisé
boucler,bouclé
marqueur,marqueur
afficher,affichait
décoller,décoller
remplaçant,remplaçant
encadrer,encadrer
assumer,assume
malien,maliennes
gang,gang
sexualité,sexualité
fréquenter,fréquenté
aire,aires
aider,aidant
sévèrement,sévèrement
indéniable,indéniable
couvrir,couvert
vidéoludiqu,vidéoludique
acheter,achetés
basculer,basculé
aise,aise
parcour,parcours
considérer,considérées
charger,chargées
conformer,conformer
fantôme,fantôme
émerger,émerger
mer,mers
exception,exceptions
partition,partition
figurer,figurait
soucieux,soucieux
bâti,bâti
spéculation,spéculation
psychologue,psychologues
relief,relief
étudier,étudie
louer,loué
associer,associées
isoler,isoler
taxi,taxis
muscle,muscles
côtier,côtière
réaménagement,réaménagement
correspondre,correspondent
tourn,tourne
accusé,accusé
Amazon,Amazon
aval,aval
ironie,ironie
future,futures
indemnité,indemnité
censer,censée
envie,envies
fondre,fondre
tourisme,Tourisme
ambulance,ambulances
gp,GP
imposer,imposant
calibre,calibre
diviser,divisée
cadavre,cadavre
pouvoir,pourriez
bracelet,bracelet
chose,Chose
rayonnement,rayonnement
gilet,gilet
lauréat,lauréate
lrem,LREM
envoler,envolée
hérité,hérité
pair,pair
autrefois,autrefois
développer,développent
trésor,trésors
intègre,intègre
interrogatoire,interrogatoire
emmèn,emmène
jet,Jets
allié,allié
libre,Libre
particulier,particulières
remonter,remonté
serrer,serrer
do,dos
pencher,penche
command,commande
compétitif,compétitifs
rejeter,rejette
obu,obus
connectée,connectée
ravir,ravir
boire,but
aller,iront
blocus,blocus
dépendre,dépendra
gta,GTA
tranche,tranches
rouler,roulé
inviter,invitant
internaute,internaute
inventaire,inventaire
deal,deal
participant,participant
dessiner,dessine
officiellemer,officiellement
poussée,poussée
croissant,croissant
parallèlement,parallèlement
éruption,éruption
protection,protections
renaissance,renaissance
présentateur,présentateur
métal,métaux
humidité,humidité
opposer,opposer
ingénierie,ingénierie
estrie,Estrie
rempart,Remparts
agressivité,agressivité
dinosaure,dinosaures
circonstance,circonstance
journée,Journée
armer,armée
gant,gants
percevoir,percevoir
terminal,terminaux
sympathie,sympathie
nier,nier
gage,gage
profession,professions
football,Football
australien,australienne
dédier,dédiées
onusien,onusienne
documentaire,documentaires
contradictoire,contradictoires
découvrir,découverte
épaisseur,épaisseur
obtenir,obtenues
grec,grecque
relancer,relancé
planétaire,planétaire
chaine,chaine
éventail,éventail
chu,CHU
repêcher,repêché
durer,durera
clin,clin
rejeter,rejetée
vis,vis
toit,toits
inspecteur,inspecteurs
demander,demandée
dégustation,dégustation
playoff,playoffs
tissu,tissus
siéger,siéger
adieu,adieu
tram,tram
vider,vider
protéine,protéines
israélien,Israéliens
défiler,défiler
excellente,excellentes
escalier,escaliers
canne,Cannes
publicitaire,publicitaire
abattu,abattu
photographe,photographes
touch,touche
involontaire,involontaire
revendiquer,revendique
réformer,réformer
effondré,effondré
onde,onde
satellite,satellite
augmenter,augmentée
wilaya,wilaya
interpell,interpelle
chroniqueur,chroniqueur
blockchain,blockchain
avancer,avancent
oblig,oblige
opérationnel,opérationnelles
professionnalisme,professionnalisme
racing,Racing
arbitre,arbitres
inutile,inutiles
cameron,Cameron
cube,cubes
ronde,rondes
éponyme,éponyme
immatriculation,immatriculation
nuisance,nuisances
redoubler,redoubler
huile,huiles
doha,Doha
comprendre,comprenait
merveill,merveille
pèlerinage,pèlerinage
finaliser,finaliser
afficher,affichant
cyclable,cyclables
tuyau,tuyaux
réuni,réunis
critère,critère
douane,douanes
aîné,aîné
bal,bal
rotation,rotation
lycée,lycées
déclarer,déclarait
recevoir,recevait
éclair,éclair
jouer,jouée
inoubliable,inoubliable
connaître,connaissons
prestataire,prestataires
courir,courent
indication,indication
exporter,exporter
jouant,jouant
gourmand,gourmands
ouvrir,ouvrent
oublier,oubliez
transparent,transparent
enregistremer,enregistrement
crash,crash
inaction,inaction
entendre,entendues
hésiter,hésiter
ajuster,ajuster
ajustement,ajustements
iv,IV
transit,transit
shekel,shekels
bétail,bétail
implanter,implanté
écouler,écoulée
engagé,engagé
trouver,trouvera
genr,genre
taxer,taxer
antécédent,antécédents
enseigner,enseigner
courageux,courageux
continental,continentale
toiture,toiture
père,Père
rive,rive
ennui,ennuis
renchérir,renchéri
endurance,endurance
pivot,pivot
palette,palette
protéger,protégés
vendre,vendent
vertu,vertus
abondance,abondance
refroidissement,refroidissement
antiterroriste,antiterroriste
silencieux,silencieux
moyenner,moyennant
boule,boules
vétérinaire,vétérinaires
reprocher,reprocher
mythologie,mythologie
sembler,semblaient
poumon,poumon
annuler,annulées
drame,drames
procéder,procède
reconstruire,reconstruire
migration,migrations
salarial,salariales
rondelle,rondelles
colonie,colonie
taire,Tu
bandit,bandits
prometteur,prometteur
calculer,calculé
questionner,questionner
périphérique,périphériques
baignade,baignade
égid,égide
descendre,descendu
thérapie,thérapie
courir,couru
approcher,approcher
chapitre,chapitres
timide,timide
e,es
égyptien,égyptien
inverser,inverser
incitation,incitation
tweet,tweets
escalier,escalier
provincial,provinciales
émergent,émergents
familier,familier
criminalité,criminalité
mobilier,mobilier
persist,persiste
variété,variétés
ultérieurement,ultérieurement
constater,constatée
roul,roule
insuffisance,insuffisance
peinture,peintures
prendre,prenons
chrétien,chrétiens
mêler,mêler
devoir,devrions
rassembler,rassemblées
hôtellerie,hôtellerie
contenir,contenus
original,originaux
appréhender,appréhender
garderie,garderie
équilibré,équilibré
emprunter,emprunté
durement,durement
valoir,valent
bmw,BMW
fréquence,fréquences
veuve,veuve
unie,unie
visuel,visuelle
regret,regrets
fun,fun
laver,laver
bilingue,bilingue
époque,époques
courte,courtes
aider,aident
cigarette,cigarettes
solliciter,solliciter
désoler,désole
permettent,permettent
souffrir,souffrait
content,contents
bol,bol
suffire,suffisait
effectivement,Effectivement
quelle,Quelles
féminin,féminines
belle,belle
peiner,peine
festif,festif
développement,développements
ambitieux,ambitieuse
élémentaire,élémentaires
ambassadeur,ambassadrice
habiter,habitent
requête,requêtes
traque,traque
approuver,approuvée
aspiration,aspirations
haut,Haut
récolte,récoltes
prétendant,prétendants
avancement,avancement
disposer,disposera
allouer,alloué
république,républiques
administrateur,administrateurs
réfléchir,réfléchi
pétrolier,pétrolières
magnifique,magnifiques
assureur,assureur
gare,gares
démarr,démarre
fiable,fiables
immunitaire,immunitaire
haineux,haineux
silhouette,silhouette
échiquier,échiquier
amendement,amendements
étroitement,étroitement
interface,interface
aménager,aménager
casse,casse
w,W
réveiller,réveiller
persévérance,persévérance
proprement,proprement
aligner,aligné
radar,radar
marier,mariés
repère,repères
plein,pleins
espérance,espérance
métropolitain,métropolitaine
baguette,baguette
aquatique,aquatique
situer,situent
guichet,guichet
trame,trame
influenceur,influenceurs
voter,votent
marquer,marqués
time,Times
confronter,confrontées
pointer,pointer
préjugé,préjugés
quête,quêtes
suscite,suscite
maria,Maria
montréalais,montréalais
concevoir,conçus
créatif,créative
psychiatrique,psychiatrique
by,by
coincer,coincés
gras,gras
adhérer,adhérer
tracé,tracé
ministériel,ministériel
habitant,habitante
brièvemer,brièvement
paraît,paraît
coordonnée,coordonnées
mouton,moutons
villageois,villageois
pesticide,pesticides
qualifiant,qualifiant
carole,Carole
déléguer,déléguée
controverse,controverse
admettre,admettre
presser,pressé
chagrin,chagrin
accru,accrue
baccalauréat,baccalauréat
e,ex
élégance,élégance
inspirer,inspirée
fabricant,fabricants
rendre,rendues
intéresser,intéressée
librairie,librairie
contentieux,contentieux
asseoir,assise
repartir,reparti
alliance,alliances
league,League
nasa,NASA
jedi,Jedi
point,pointe
casquette,casquette
montrant,montrant
uefa,UEFA
litige,litige
habitué,habitués
injection,injections
rendement,rendements
exode,exode
payer,paient
chercher,cherchait
tenir,tiendront
norvégien,norvégien
couvert,couverts
aménager,aménagé
distribuer,distribué
servir,servis
bart,Bart
entier,entiers
identitaire,identitaire
artisan,artisan
camerounais,camerounaise
tracer,tracé
ballet,ballet
associatif,associatif
planter,planter
extraordinaire,extraordinaires
diplôme,diplômes
séparer,séparés
tropher,trophée
colle,colle
inciter,incité
brio,brio
gardien,gardienne
équipier,équipier
investi,investi
rebondissement,rebondissements
bulle,bulles
manch,manche
brique,briques
fraternité,fraternité
sacrifice,sacrifices
sonner,sonné
comparable,comparable
cocktail,cocktails
transférer,transférés
cherch,cherche
vallée,Vallée
cérébral,cérébrale
bataillon,bataillon
totaliser,totalisé
impliquer,impliquer
pleuvoir,plu
préférer,préférée
présager,présager
de,Des
discrimination,discriminations
horrible,horrible
expulser,expulser
considération,considérations
obsession,obsession
palme,palme
avantageux,avantageux
exact,exactes
pudeur,pudeur
espagnol,espagnols
syndicaliste,syndicalistes
sincérité,sincérité
finition,finition
score,scores
intel,Intel
dotation,dotation
généreux,généreuse
prendre,prenez
intéresser,intéresser
accélérer,accélérée
hésiter,hésitent
imagerie,imagerie
laser,laser
renouveler,renouvelée
suffisant,suffisantes
adorer,adoré
contribuer,contribuera
entrave,entrave
cuivre,cuivre
marquer,marquera
appeler,appelées
conjugal,conjugales
sublime,sublime
emmener,emmenés
sortir,Sorti
véritable,Véritable
éligible,éligibles
évoluer,évoluant
exercer,exerce
bijou,bijou
nommer,nommés
monter,montés
stage,stages
subir,subies
tenant,tenants
weekend,weekend
occuper,occupant
recrue,recrue
apparaître,apparue
terriblement,terriblement
sincèremer,sincèrement
géopolitique,géopolitiques
préparer,préparée
dissuader,dissuader
légalement,légalement
exclusif,exclusive
éternel,éternel
capsule,capsule
rajouter,rajouter
film,Film
partir,partis
reconstitution,reconstitution
dieu,dieux
consortium,consortium
fondement,fondement
embaucher,embaucher
alternatif,alternatif
attribuer,attribués
cohérent,cohérent
clarté,clarté
recommander,recommander
tgv,TGV
manger,mangé
capitalisation,capitalisation
négligence,négligence
balade,balades
directif,directives
échangeur,échangeur
citoyen,citoyennes
re,re
approfondir,approfondir
reconstruir,reconstruire
exposer,expose
teaser,teaser
hâte,hâte
octroyer,octroyer
raid,raids
loisir,loisir
régie,Régie
mire,mire
créateur,créatrice
facebook,Facebook
escalad,escalade
abriter,abriter
mineure,mineure
explosif,explosive
coincer,coincé
épique,épique
mentionner,mentionner
approche,approches
case,cases
alouette,Alouettes
taille,tailles
AS,AS
effacer,effacer
aiea,AIEA
bailleur,bailleur
pourvoir,pourvoir
riz,riz
center,Center
net,nets
assistant,assistante
vestige,vestiges
activiste,activistes
intensifier,intensifier
dégradé,dégradé
burundi,Burundi
gouverneur,gouverneurs
infliger,infliger
densité,densité
planer,planer
chanter,chanté
apaisement,apaisement
parking,parkings
châssis,châssis
hostilité,hostilité
longueur,longueurs
mary,Mary
gueule,gueule
chaise,chaises
importer,importé
taper,taper
dénicher,dénicher
obscur,obscures
tenter,tentaient
connectivité,connectivité
semer,semer
battre,battent
rétro,rétro
tranquillité,tranquillité
Onze,Onze
chsld,CHSLD
déployer,déployées
mener,menait
audi,Audi
écrire,écrivent
grever,grève
pareil,pareille
style,styles
étoil,étoile
habilement,habilement
servir,servait
célébrité,célébrités
considérer,considérant
animer,animer
gramme,g
programmer,programmée
policière,policière
employé,employé
classer,classés
défunt,défunte
positivité,positivité
méchant,méchants
apporter,apportant
séjour,séjours
saisir,saisie
naufrage,naufrage
us,Us
suédois,suédois
détenir,détenir
transporter,transportés
jug,juge
aréner,aréna
desquel,desquels
astronaute,astronautes
village,Village
yair,Yair
digne,dignes
insist,insiste
observatoir,Observatoire
timing,timing
acteur,actrices
appartenir,appartenait
connecter,connectées
infirmier,infirmiers
biologique,biologiques
dire,diront
robot,robots
prier,prier
correspondant,correspondant
enfermer,enfermé
empreindre,empreinte
romantique,romantique
foncier,foncière
tournant,tournante
peindre,peint
vouloir,voudraient
yémen,Yémen
stabilisation,stabilisation
sourire,sourires
directive,directive
viser,visées
intervenir,intervenus
unir,unis
venir,vienne
soutient,soutient
délinquant,délinquants
cumuler,cumulé
réveiller,réveillé
rouler,roulait
pentagone,Pentagone
arbitrage,arbitrage
aviaire,aviaire
cash,cash
incroyable,incroyables
bactérie,bactéries
gazier,gazier
informer,informée
regarder,regardez
orthodoxe,orthodoxe
estimer,estimer
hacker,hackers
di,di
verser,versée
musulman,musulman
plusieur,Plusieurs
reportage,REPORTAGE
lumineux,lumineuse
réunion,Réunion
monnaie,monnaies
lieutenant,lieutenant
quitter,quittant
patronne,patronne
skieur,skieur
avertissement,avertissements
protégé,protégés
attendre,attendaient
adieu,adieux
décider,décidées
soupçonner,soupçonnés
permettra,permettra
togolais,togolais
touché,touchés
accrocher,accrocher
rencontrer,rencontrera
disputer,disputait
raid,raid
coroner,coroner
accord,Accord
dénoncer,dénoncée
cousin,cousin
illicite,illicite
envahir,envahir
nier,nie
plier,plier
indéterminé,indéterminée
natal,natal
hybride,hybrides
réclamer,réclamant
acceptation,acceptation
amusant,amusant
masculin,masculins
contribution,contributions
émotionnel,émotionnel
séparément,séparément
politicien,politicien
chandail,chandail
relater,relate
tollé,tollé
qled,QLED
incursion,incursion
boisson,boisson
activision,Activision
citer,cités
femme,Femmes
laisser,laissée
centrer,centré
user,usé
tentation,tentation
silva,Silva
cité,cités
dictateur,dictateur
LR,LR
proposer,proposait
stéphanie,Stéphanie
diversifier,diversifier
instaurer,instauré
fermer,fermée
gradin,gradins
soutenir,soutenues
gardien,Gardiens
projeter,projeté
